frontdistances1,frontdistances2,frontdistances3,frontdistances4,frontdistances5,frontdistances6,frontdistances7,frontdistances8,frontdistances9,frontdistances10,frontdistances11,frontdistances12,frontdistances13,frontdistances14,frontdistances15,frontdistances16,frontdistances17,frontdistances18,frontdistances19,Speed,accelerate,brake,steering,target speed,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
5.00019,5.77058,7.77016,9.98404,11.8075,14.5817,19.2514,28.6415,56.7578,200.0,57.9927,28.9479,19.3862,14.6565,11.8546,10.016,7.7871,5.77644,4.99981,-0.0432625,1.0,0.0,6.850899805720958E-4,272.15693031968925,
