frontdistances1,frontdistances2,frontdistances3,frontdistances4,frontdistances5,frontdistances6,frontdistances7,frontdistances8,frontdistances9,frontdistances10,frontdistances11,frontdistances12,frontdistances13,frontdistances14,frontdistances15,frontdistances16,frontdistances17,frontdistances18,frontdistances19,Speed,accelerate,brake,steering,target speed,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
6.49992,7.47189,10.0192,12.8269,15.1276,18.6066,24.4049,35.8494,68.4865,200.0,81.8664,39.1632,25.8672,19.4214,15.6425,13.1786,10.2076,7.53998,6.50048,3.83359E-4,1.0,0.0,0.0066749566438043745,302.6492776292514,
